t	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
1.99	0.664316	-0.228498	1.24123	0.347939	0.785905	-1.05014	1.74792	-0.869968	0.770745	-1.95307	1.73316	-2.0535	0.540142	-2.87433	1.47396	-3.1595	0.171633	-3.7792	1.06428	-4.18197	-0.292576	-4.65976	0.565558	-5.13703	-0.817782	-5.5218	0.0163328	-6.04137	-1.38126	-6.37088	-0.548061	-6.9144
2	0.669049	-0.21842	1.24306	0.352175	0.776089	-1.04153	1.74136	-0.87155	0.751998	-1.94352	1.71356	-2.05396	0.511841	-2.86184	1.44322	-3.15635	0.134798	-3.76279	1.02443	-4.17365	-0.336114	-4.63927	0.518814	-5.12329	-0.867019	-5.4967	-0.0361513	-6.02268	-1.43584	-6.34111	-0.606987	-6.89044
2.01	0.674078	-0.207566	1.24492	0.356964	0.765904	-1.03207	1.73451	-0.872576	0.733006	-1.9331	1.69363	-2.05353	0.483536	-2.84851	1.41239	-3.15218	0.0981161	-3.74556	0.984725	-4.16427	-0.379312	-4.61806	0.472529	-5.10855	-0.915614	-5.47106	-0.087792	-6.00309	-1.48912	-6.31117	-0.664645	-6.86582
2.02	0.67919	-0.196167	1.24675	0.362269	0.755343	-1.02186	1.72734	-0.872968	0.713878	-1.92185	1.6735	-2.05217	0.455302	-2.83431	1.38164	-3.14692	0.0618184	-3.72756	0.945385	-4.15381	-0.422021	-4.59607	0.426777	-5.09289	-0.963562	-5.44485	-0.138639	-5.98263	-1.54117	-6.2811	-0.721016	-6.84064
2.03	0.684214	-0.184449	1.24849	0.368025	0.744446	-1.011	1.71987	-0.872675	0.694713	-1.90985	1.65328	-2.04984	0.427209	-2.81927	1.35112	-3.14054	0.0260913	-3.70878	0.90659	-4.1423	-0.464093	-4.57329	0.381637	-5.0763	-1.0108	-5.41809	-0.188677	-5.96131	-1.59209	-6.25093	-0.776074	-6.81498
2.04	0.689053	-0.172584	1.25007	0.374128	0.733306	-0.999601	1.71218	-0.871701	0.675599	-1.89716	1.63307	-2.04651	0.399369	-2.80341	1.32095	-3.13309	-0.00894612	-3.68922	0.868471	-4.12983	-0.505401	-4.54977	0.337209	-5.05881	-1.05722	-5.39086	-0.237845	-5.9392	-1.64197	-6.22069	-0.829794	-6.78893
2.05	0.693689	-0.160669	1.25145	0.380476	0.722043	-0.987747	1.70437	-0.870107	0.65662	-1.88384	1.61297	-2.04225	0.37195	-2.78684	1.29126	-3.12467	-0.0432469	-3.66893	0.831103	-4.11648	-0.54586	-4.52562	0.293606	-5.04045	-1.10271	-5.36328	-0.286061	-5.9164	-1.69089	-6.19037	-0.882158	-6.76253
2.06	0.698164	-0.148734	1.25267	0.387013	0.710796	-0.975512	1.69654	-0.86799	0.637871	-1.86996	1.59313	-2.03721	0.345138	-2.76966	1.26214	-3.11542	-0.0768129	-3.64798	0.794509	-4.10234	-0.585431	-4.50096	0.250922	-5.02136	-1.14716	-5.33548	-0.333253	-5.89305	-1.73892	-6.16	-0.933154	-6.73584
2.07	0.702565	-0.13677	1.25385	0.39373	0.699708	-0.962962	1.68878	-0.865461	0.619472	-1.85565	1.57367	-2.0316	0.319069	-2.75202	1.23369	-3.10554	-0.109654	-3.62654	0.758678	-4.08753	-0.624097	-4.47596	0.209217	-5.0017	-1.19053	-5.30757	-0.379375	-5.86932	-1.78608	-6.12956	-0.98278	-6.70888
2.08	0.706995	-0.124747	1.25509	0.400627	0.68894	-0.950164	1.68119	-0.862613	0.601581	-1.84105	1.55474	-2.02559	0.293783	-2.73407	1.20594	-3.09523	-0.141758	-3.60478	0.72359	-4.07221	-0.661846	-4.45079	0.168501	-4.98167	-1.23282	-5.27959	-0.424418	-5.84533	-1.83238	-6.09907	-1.03105	-6.68169
2.09	0.71153	-0.112648	1.25643	0.407668	0.678646	-0.937193	1.67384	-0.859509	0.584369	-1.82634	1.5364	-2.01932	0.269245	-2.71596	1.17889	-3.0847	-0.173077	-3.58289	0.689249	-4.05664	-0.698671	-4.42558	0.128746	-4.96146	-1.27411	-5.25157	-0.468414	-5.8212	-1.87778	-6.06852	-1.07799	-6.65429
2.1	0.716173	-0.10051	1.25785	0.414789	0.668955	-0.92415	1.66682	-0.856185	0.567971	-1.81167	1.51869	-2.0129	0.245417	-2.69786	1.15253	-3.07413	-0.203554	-3.56105	0.655696	-4.04108	-0.734571	-4.40043	0.0899032	-4.94126	-1.31447	-5.22352	-0.511422	-5.797	-1.92223	-6.03792	-1.12365	-6.62672
2.11	0.720827	-0.088469	1.25929	0.421925	0.659939	-0.91116	1.66019	-0.852674	0.552446	-1.79714	1.50162	-2.00648	0.222316	-2.67992	1.12685	-3.06368	-0.233135	-3.53943	0.622996	-4.02571	-0.769562	-4.3754	0.051923	-4.9212	-1.35399	-5.19544	-0.553499	-5.77277	-1.96568	-6.00728	-1.16808	-6.59902
2.12	0.725323	-0.0767565	1.26069	0.429005	0.651616	-0.89838	1.65397	-0.849039	0.537757	-1.78285	1.48518	-2.00019	0.200023	-2.66229	1.1019	-3.05345	-0.261773	-3.51816	0.591206	-4.01064	-0.80366	-4.35048	0.0147806	-4.90138	-1.39267	-5.16733	-0.594681	-5.74854	-2.00806	-5.97661	-1.21137	-6.57123
2.13	0.729484	-0.0656376	1.26198	0.435916	0.643953	-0.885999	1.6481	-0.845383	0.523807	-1.76889	1.46943	-1.9941	0.178646	-2.64506	1.07775	-3.04348	-0.289426	-3.49727	0.560354	-3.99592	-0.836865	-4.32567	-0.0215102	-4.88183	-1.43049	-5.1392	-0.634962	-5.72432	-2.04931	-5.94595	-1.25358	-6.54341
2.14	0.733186	-0.0553341	1.26311	0.442474	0.636868	-0.874228	1.6425	-0.841845	0.510496	-1.75541	1.45441	-1.98827	0.158275	-2.62832	1.05455	-3.03382	-0.316046	-3.47673	0.530451	-3.98157	-0.86914	-4.301	-0.0568982	-4.8625	-1.46737	-5.11107	-0.674286	-5.70017	-2.08939	-5.91533	-1.2948	-6.51561
2.15	0.736386	-0.0459787	1.26401	0.448465	0.630225	-0.863264	1.63711	-0.838572	0.497783	-1.74256	1.44017	-1.98271	0.138964	-2.6121	1.0324	-3.02451	-0.34159	-3.45647	0.501528	-3.96756	-0.900404	-4.27647	-0.0913104	-4.84336	-1.50321	-5.083	-0.712572	-5.67613	-2.12828	-5.88477	-1.33512	-6.48789
2.16	0.739107	-0.0376211	1.2647	0.453722	0.623847	-0.853237	1.63189	-0.83569	0.485712	-1.73049	1.42673	-1.97748	0.120733	-2.59641	1.01139	-3.01562	-0.366024	-3.43642	0.47366	-3.95387	-0.930555	-4.25212	-0.124666	-4.82437	-1.53788	-5.05507	-0.749735	-5.65228	-2.16598	-5.8543	-1.37459	-6.46031
2.17	0.74141	-0.03025	1.26527	0.458183	0.617576	-0.844172	1.62684	-0.833285	0.474384	-1.71926	1.4141	-1.97269	0.103581	-2.58129	0.991549	-3.00721	-0.389321	-3.41663	0.446941	-3.94049	-0.959485	-4.22797	-0.156879	-4.80556	-1.5713	-5.02735	-0.785717	-5.6287	-2.20249	-5.82395	-1.41328	-6.43293
2.18	0.743378	-0.023799	1.26582	0.461891	0.611354	-0.835996	1.62198	-0.831378	0.463906	-1.7089	1.40231	-1.96844	0.0874887	-2.56678	0.972856	-2.99938	-0.411444	-3.39721	0.421451	-3.92747	-0.987114	-4.20412	-0.187861	-4.78702	-1.60337	-4.99989	-0.820505	-5.60548	-2.23783	-5.79373	-1.45122	-6.40584
2.19	0.745104	-0.0181382	1.26638	0.464959	0.605269	-0.828593	1.61734	-0.829919	0.454335	-1.69937	1.39136	-1.96473	0.0724335	-2.55293	0.955271	-2.99215	-0.432345	-3.37835	0.397227	-3.91494	-1.01338	-4.1807	-0.217533	-4.76892	-1.63408	-4.97275	-0.854125	-5.58271	-2.27202	-5.76365	-1.48844	-6.37908
2.2	0.746675	-0.0130885	1.26693	0.467551	0.599531	-0.821857	1.61299	-0.828788	0.445648	-1.69062	1.38124	-1.96149	0.0584055	-2.53983	0.93876	-2.98555	-0.45197	-3.36023	0.374273	-3.90309	-1.03826	-4.1579	-0.245851	-4.7515	-1.66344	-4.94597	-0.886626	-5.56052	-2.3051	-5.73372	-1.52494	-6.35272
2.21	0.748145	-0.00847069	1.26743	0.469867	0.594398	-0.815704	1.60903	-0.827816	0.437761	-1.68257	1.37193	-1.95861	0.0454229	-2.52755	0.923319	-2.97952	-0.470272	-3.34303	0.352599	-3.89205	-1.06171	-4.1359	-0.27283	-4.735	-1.69152	-4.91966	-0.918061	-5.53906	-2.3371	-5.70393	-1.56074	-6.32683
2.22	0.749535	-0.00415775	1.26788	0.472115	0.590077	-0.810043	1.60556	-0.826838	0.430586	-1.67513	1.36341	-1.95599	0.0335266	-2.51619	0.90897	-2.97403	-0.487214	-3.32692	0.332243	-3.88193	-1.08372	-4.11486	-0.298517	-4.71961	-1.71833	-4.89391	-0.948473	-5.51849	-2.36806	-5.67429	-1.59583	-6.30147
2.23	0.750854	-8.36112e-05	1.26831	0.474452	0.586668	-0.80477	1.60263	-0.825734	0.424087	-1.66819	1.35566	-1.95358	0.0227601	-2.50578	0.895753	-2.96904	-0.502758	-3.31201	0.313268	-3.87277	-1.10426	-4.09489	-0.322949	-4.70542	-1.74391	-4.86882	-0.977882	-5.49894	-2.39805	-5.64479	-1.6302	-6.2767
2.24	0.752127	0.00378793	1.26874	0.476926	0.584138	-0.799797	1.60024	-0.824468	0.4183	-1.66167	1.34872	-1.95135	0.0131523	-2.49632	0.883707	-2.9645	-0.516859	-3.29831	0.295737	-3.86457	-1.12331	-4.07606	-0.346103	-4.69241	-1.76818	-4.84448	-1.00628	-5.48049	-2.4271	-5.61547	-1.66387	-6.2526
2.25	0.753393	0.00748748	1.26918	0.479473	0.582334	-0.795097	1.59836	-0.823068	0.413315	-1.65557	1.34262	-1.94924	0.00471719	-2.48773	0.872874	-2.9604	-0.529474	-3.28578	0.27969	-3.85728	-1.14082	-4.05836	-0.367896	-4.68054	-1.79108	-4.82093	-1.03365	-5.46313	-2.45525	-5.58634	-1.69685	-6.22924
2.26	0.754676	0.0110216	1.2696	0.481971	0.58103	-0.790719	1.59692	-0.821593	0.409222	-1.64998	1.33742	-1.94723	-0.00253659	-2.47991	0.863299	-2.95672	-0.540577	-3.2743	0.265152	-3.85083	-1.15673	-4.04172	-0.388225	-4.66971	-1.81252	-4.79818	-1.05996	-5.44678	-2.48255	-5.55745	-1.72917	-6.20668
2.27	0.755946	0.0143336	1.27003	0.484302	0.579999	-0.786748	1.59585	-0.820093	0.406062	-1.64498	1.33317	-1.9453	-0.00859845	-2.47279	0.855038	-2.95344	-0.550172	-3.26373	0.252135	-3.84508	-1.17099	-4.02603	-0.407024	-4.65986	-1.83244	-4.77626	-1.0852	-5.43139	-2.50901	-5.52884	-1.76086	-6.18496
2.28	0.757111	0.0172972	1.27046	0.486383	0.579087	-0.783261	1.59508	-0.818605	0.403814	-1.64064	1.3299	-1.94349	-0.0134555	-2.46633	0.848151	-2.95056	-0.558281	-3.25396	0.240641	-3.8399	-1.18357	-4.01121	-0.4243	-4.65089	-1.85081	-4.75515	-1.10942	-5.41688	-2.53459	-5.50056	-1.79194	-6.16411
2.29	0.758056	0.0197666	1.27085	0.488159	0.578251	-0.780311	1.59454	-0.817157	0.402411	-1.63697	1.3276	-1.94183	-0.0170963	-2.46054	0.842674	-2.94809	-0.564944	-3.24492	0.230654	-3.83524	-1.19453	-3.99725	-0.440133	-4.64269	-1.86771	-4.73484	-1.13265	-5.40324	-2.55926	-5.47266	-1.82246	-6.14413
2.3	0.758695	0.0216407	1.27112	0.489602	0.577562	-0.77795	1.59424	-0.815784	0.401766	-1.63395	1.32622	-1.94035	-0.0195204	-2.45548	0.838582	-2.94605	-0.570203	-3.23661	0.222116	-3.83116	-1.20399	-3.98414	-0.454655	-4.63523	-1.88324	-4.71533	-1.15492	-5.39046	-2.58295	-5.44519	-1.85244	-6.12499
2.31	0.759018	0.0228939	1.2712	0.490718	0.577158	-0.776226	1.59424	-0.814516	0.401798	-1.63156	1.32571	-1.93907	-0.0207558	-2.4512	0.835783	-2.94449	-0.574121	-3.22911	0.214919	-3.8278	-1.21214	-3.9719	-0.468031	-4.6285	-1.89756	-4.69661	-1.17626	-5.37852	-2.6056	-5.4182	-1.88188	-6.10664
2.32	0.759091	0.0235611	1.2711	0.491554	0.5772	-0.775164	1.59464	-0.81337	0.402458	-1.6298	1.326	-1.93805	-0.0208795	-2.44779	0.834125	-2.94346	-0.576795	-3.22252	0.208908	-3.8253	-1.21914	-3.96054	-0.480425	-4.62262	-1.9108	-4.67869	-1.19668	-5.36742	-2.62713	-5.39174	-1.91079	-6.08901
2.33	0.759031	0.0237122	1.27092	0.492171	0.57783	-0.774744	1.59548	-0.812364	0.403749	-1.62872	1.32706	-1.93741	-0.020022	-2.44531	0.833441	-2.94309	-0.578366	-3.21695	0.2039	-3.82378	-1.22518	-3.95005	-0.491971	-4.61768	-1.92306	-4.66157	-1.21624	-5.35714	-2.64747	-5.36585	-1.93915	-6.07203
2.34	0.758955	0.0234393	1.2708	0.492601	0.57915	-0.774921	1.59679	-0.811545	0.405723	-1.62837	1.32884	-1.9373	-0.0183421	-2.44381	0.833573	-2.94349	-0.579014	-3.21249	0.199722	-3.82326	-1.23036	-3.94047	-0.502748	-4.61377	-1.93437	-4.64521	-1.23498	-5.34771	-2.66659	-5.34059	-1.96692	-6.05562
2.35	0.75893	0.0228358	1.2708	0.492815	0.581204	-0.775671	1.59856	-0.810999	0.408445	-1.62882	1.33128	-1.93785	-0.0159851	-2.4433	0.83438	-2.94477	-0.578926	-3.20915	0.196238	-3.82374	-1.23475	-3.93187	-0.512781	-4.61089	-1.94476	-4.62958	-1.25294	-5.33912	-2.68447	-5.31599	-1.99405	-6.03972
2.36	0.758946	0.0219454	1.27092	0.492726	0.583973	-0.777025	1.60075	-0.810832	0.411932	-1.63009	1.33432	-1.93915	-0.0130549	-2.44371	0.835741	-2.94699	-0.578264	-3.20684	0.193359	-3.82519	-1.2384	-3.9243	-0.52206	-4.60897	-1.95427	-4.6147	-1.27008	-5.33138	-2.70115	-5.29207	-2.02047	-6.02427
2.37	0.758919	0.0207013	1.27112	0.492226	0.587367	-0.779058	1.6033	-0.811126	0.416113	-1.63219	1.33788	-1.94124	-0.00961782	-2.44497	0.837562	-2.95009	-0.57713	-3.20544	0.191044	-3.82749	-1.24131	-3.91776	-0.530567	-4.60794	-1.96289	-4.60059	-1.28632	-5.32447	-2.71667	-5.26887	-2.04609	-6.00925
2.38	0.758722	0.0189158	1.27134	0.491209	0.59125	-0.781855	1.60616	-0.811913	0.420832	-1.6351	1.34194	-1.94408	-0.00572451	-2.44698	0.839797	-2.95398	-0.575565	-3.20481	0.189277	-3.83051	-1.24349	-3.91218	-0.538294	-4.60769	-1.97062	-4.5873	-1.30161	-5.31833	-2.73108	-5.2464	-2.07085	-5.99465
2.39	0.758241	0.016356	1.27154	0.489595	0.595458	-0.78547	1.60921	-0.813194	0.425905	-1.63874	1.34645	-1.94758	-0.00142458	-2.44965	0.842456	-2.9585	-0.573558	-3.20483	0.188062	-3.8341	-1.24496	-3.90742	-0.545238	-4.60809	-1.97741	-4.57485	-1.31594	-5.3129	-2.74448	-5.22467	-2.09463	-5.98048
2.4	0.757402	0.0128647	1.27164	0.48734	0.599818	-0.789908	1.61239	-0.814964	0.431173	-1.64302	1.35134	-1.95162	0.00323688	-2.45291	0.845582	-2.96349	-0.571072	-3.20545	0.187419	-3.83814	-1.24577	-3.90333	-0.551404	-4.609	-1.98326	-4.56319	-1.32936	-5.30808	-2.75692	-5.20367	-2.11734	-5.96676
2.41	0.7562	0.00844669	1.27156	0.484455	0.604169	-0.795104	1.61562	-0.81721	0.436541	-1.64786	1.3565	-1.95605	0.00822761	-2.45668	0.849209	-2.96884	-0.568062	-3.20659	0.187384	-3.84255	-1.24596	-3.89978	-0.556816	-4.61032	-1.98822	-4.55224	-1.34193	-5.30373	-2.76847	-5.18341	-2.13891	-5.95353
2.42	0.754688	0.00327553	1.27127	0.481026	0.608383	-0.800911	1.61884	-0.819878	0.441965	-1.65319	1.36184	-1.96077	0.0135271	-2.46089	0.853333	-2.97446	-0.564498	-3.2082	0.187979	-3.84729	-1.24554	-3.89669	-0.561526	-4.61198	-1.99243	-4.5419	-1.3537	-5.2997	-2.77918	-5.16389	-2.15924	-5.94084
2.43	0.752967	-0.00236015	1.27085	0.477218	0.612379	-0.807116	1.62197	-0.822852	0.447436	-1.65892	1.3673	-1.96569	0.019119	-2.4655	0.857906	-2.98035	-0.560385	-3.21022	0.189195	-3.85236	-1.24453	-3.89398	-0.565623	-4.61392	-1.99606	-4.53208	-1.36473	-5.29587	-2.78908	-5.14511	-2.17826	-5.9287
2.44	0.751161	-0.00812363	1.27042	0.473239	0.616143	-0.813475	1.62492	-0.82596	0.452955	-1.66496	1.37285	-1.97072	0.0249893	-2.47049	0.862869	-2.98647	-0.555774	-3.21261	0.190965	-3.85776	-1.24297	-3.89159	-0.569213	-4.6161	-1.99922	-4.52271	-1.37506	-5.29217	-2.79818	-5.12708	-2.19591	-5.91714
2.45	0.749389	-0.0136922	1.27008	0.469301	0.619712	-0.819754	1.62767	-0.829029	0.458524	-1.67118	1.37849	-1.97575	0.0311303	-2.47582	0.868167	-2.99278	-0.550754	-3.21536	0.193179	-3.86348	-1.24095	-3.8895	-0.572386	-4.6185	-2.00193	-4.51375	-1.38471	-5.2886	-2.80649	-5.10983	-2.21215	-5.90615
2.46	0.74775	-0.018821	1.26985	0.465583	0.623162	-0.825763	1.63026	-0.831907	0.464135	-1.67743	1.38417	-1.98061	0.0375351	-2.48144	0.873748	-2.99919	-0.545428	-3.21841	0.195711	-3.86947	-1.23863	-3.88766	-0.575191	-4.62109	-2.00417	-4.50522	-1.39369	-5.2852	-2.81401	-5.09339	-2.22694	-5.89572
2.47	0.746301	-0.0233998	1.26966	0.462226	0.626568	-0.83136	1.63278	-0.834478	0.469758	-1.68354	1.38983	-1.98514	0.0441754	-2.48722	0.879547	-3.00555	-0.539888	-3.2217	0.198456	-3.8756	-1.23614	-3.88607	-0.577629	-4.62381	-2.00594	-4.49717	-1.4019	-5.282	-2.82071	-5.07779	-2.24029	-5.88583
2.48	0.745063	-0.027463	1.26948	0.459329	0.629991	-0.83646	1.63531	-0.836644	0.475343	-1.68932	1.39543	-1.98921	0.0509754	-2.49299	0.885478	-3.01166	-0.534216	-3.22511	0.201358	-3.88168	-1.23351	-3.88469	-0.579659	-4.6266	-2.00724	-4.48969	-1.40924	-5.27904	-2.8266	-5.06309	-2.25219	-5.87645
2.49	0.744016	-0.0311282	1.26928	0.456943	0.63346	-0.841032	1.63792	-0.838334	0.480836	-1.6946	1.40097	-1.99276	0.0578033	-2.4985	0.891436	-3.01733	-0.528488	-3.22846	0.204416	-3.88748	-1.23072	-3.88353	-0.58121	-4.62931	-2.00807	-4.48281	-1.41562	-5.2763	-2.83163	-5.04935	-2.26267	-5.86756
2.5	0.74311	-0.0344978	1.26906	0.455049	0.636983	-0.845098	1.6406	-0.839524	0.4862	-1.69925	1.40645	-1.99577	0.0644933	-2.50348	0.897319	-3.02234	-0.522781	-3.23155	0.207675	-3.89274	-1.22767	-3.88252	-0.582188	-4.63179	-2.00837	-4.47647	-1.42098	-5.27376	-2.8358	-5.03661	-2.27176	-5.85916
2.51	0.742285	-0.0375937	1.26881	0.453566	0.64054	-0.84869	1.64334	-0.840244	0.491424	-1.70319	1.41183	-1.99822	0.0708825	-2.50767	0.90304	-3.02653	-0.517167	-3.23419	0.211186	-3.89722	-1.22429	-3.88159	-0.582487	-4.63388	-2.00804	-4.4706	-1.4253	-5.27135	-2.83908	-5.02493	-2.27949	-5.85126
2.52	0.741496	-0.0403663	1.26854	0.452393	0.644094	-0.851813	1.64613	-0.840549	0.496508	-1.70639	1.41709	-2.00009	0.0768485	-2.51089	0.908538	-3.02976	-0.511702	-3.23618	0.214963	-3.9007	-1.22054	-3.88062	-0.58201	-4.63544	-2.00702	-4.4651	-1.42856	-5.26897	-2.84142	-5.01435	-2.28588	-5.84385
2.53	0.740744	-0.0427457	1.2683	0.451472	0.647587	-0.854419	1.64895	-0.840475	0.501441	-1.70883	1.42217	-2.00136	0.0823343	-2.51304	0.913785	-3.03199	-0.506423	-3.2374	0.218969	-3.90306	-1.21645	-3.87947	-0.580719	-4.63637	-2.00533	-4.45994	-1.43073	-5.26651	-2.8428	-5.0049	-2.29096	-5.83697
2.54	0.740086	-0.044672	1.26816	0.450834	0.650954	-0.856432	1.65177	-0.840006	0.506187	-1.71046	1.42706	-2.00201	0.0873589	-2.51413	0.918782	-3.03322	-0.501358	-3.23777	0.223119	-3.90426	-1.21213	-3.878	-0.578668	-4.6366	-2.00303	-4.45515	-1.43175	-5.26389	-2.84319	-4.99658	-2.29473	-5.83063
2.55	0.739617	-0.0460797	1.26816	0.450586	0.654136	-0.857768	1.65455	-0.839086	0.510689	-1.71125	1.43172	-2.002	0.0920047	-2.51421	0.923541	-3.03351	-0.496537	-3.23729	0.227308	-3.90436	-1.20774	-3.87614	-0.576003	-4.63602	-2.00022	-4.45072	-1.43161	-5.26112	-2.84255	-4.98939	-2.29718	-5.82486
2.56	0.739432	-0.0468713	1.26827	0.450871	0.657093	-0.858358	1.65726	-0.837641	0.514897	-1.71119	1.43614	-2.00126	0.0963807	-2.51342	0.928071	-3.03293	-0.491993	-3.23599	0.231437	-3.9035	-1.20347	-3.87388	-0.572916	-4.63462	-1.99699	-4.44667	-1.43036	-5.25826	-2.84087	-4.9833	-2.29827	-5.81967
2.57	0.739582	-0.0469277	1.2684	0.45182	0.659814	-0.858139	1.65988	-0.835599	0.518789	-1.7103	1.4403	-1.99974	0.100573	-2.51188	0.932373	-3.03154	-0.487756	-3.23392	0.235418	-3.90182	-1.19944	-3.87121	-0.569579	-4.63244	-1.99342	-4.44297	-1.42809	-5.25538	-2.83816	-4.97828	-2.29795	-5.81509
2.58	0.740061	-0.046155	1.26848	0.453519	0.662297	-0.857062	1.66237	-0.832901	0.522375	-1.70863	1.44417	-1.99741	0.104606	-2.5097	0.93644	-3.0294	-0.483848	-3.23118	0.239187	-3.89941	-1.19569	-3.86817	-0.566089	-4.62958	-1.98962	-4.43958	-1.42488	-5.2525	-2.83444	-4.97429	-2.29617	-5.81116
2.59	0.740817	-0.044527	1.26852	0.455989	0.66454	-0.855113	1.66468	-0.829516	0.525682	-1.70621	1.44776	-1.99429	0.108439	-2.50695	0.940261	-3.02657	-0.480271	-3.22786	0.242728	-3.89634	-1.19217	-3.86483	-0.562441	-4.62622	-1.98564	-4.43649	-1.4208	-5.2496	-2.82976	-4.97129	-2.29288	-5.8079
2.6	0.741786	-0.0420908	1.2686	0.459174	0.666525	-0.852335	1.6668	-0.825463	0.528737	-1.7031	1.45104	-1.99046	0.111992	-2.50362	0.943817	-3.02309	-0.476998	-3.22407	0.246099	-3.89266	-1.18879	-3.86129	-0.558543	-4.62244	-1.98146	-4.43368	-1.41585	-5.24662	-2.8242	-4.96926	-2.28804	-5.80534
2.61	0.742929	-0.0389478	1.26875	0.46293	0.668234	-0.848825	1.66873	-0.820842	0.531543	-1.69931	1.454	-1.98601	0.115172	-2.49967	0.947088	-3.01895	-0.473968	-3.21992	0.249434	-3.88837	-1.18542	-3.85765	-0.554248	-4.61831	-1.97699	-4.43118	-1.41001	-5.24356	-2.81785	-4.96818	-2.2816	-5.80351
2.62	0.744229	-0.0352404	1.26897	0.467066	0.669656	-0.844721	1.67053	-0.815823	0.534071	-1.6949	1.45663	-1.98102	0.117914	-2.49507	0.950066	-3.01415	-0.471098	-3.21544	0.252902	-3.88348	-1.18192	-3.85397	-0.549402	-4.61386	-1.97211	-4.42904	-1.40325	-5.24048	-2.81079	-4.96803	-2.27355	-5.8024
2.63	0.745674	-0.0311476	1.26923	0.4714	0.670804	-0.840171	1.67223	-0.8106	0.536259	-1.68994	1.45893	-1.97558	0.120193	-2.48986	0.952795	-3.00863	-0.468303	-3.21065	0.256651	-3.87799	-1.17816	-3.85032	-0.543887	-4.6091	-1.96671	-4.42738	-1.39552	-5.2375	-2.80311	-4.9688	-2.26388	-5.80202
2.64	0.747224	-0.0268654	1.2695	0.475812	0.671707	-0.835311	1.67383	-0.80532	0.538038	-1.6845	1.4609	-1.96977	0.122046	-2.48411	0.955365	-3.00243	-0.465519	-3.20559	0.260765	-3.87189	-1.17403	-3.84676	-0.537634	-4.60409	-1.9607	-4.42632	-1.38677	-5.2347	-2.79485	-4.97053	-2.25259	-5.80233
2.65	0.748805	-0.0225558	1.26978	0.480246	0.672404	-0.830261	1.67531	-0.800043	0.539361	-1.67867	1.46261	-1.96367	0.123571	-2.47792	0.957887	-2.99562	-0.462705	-3.20029	0.265254	-3.86525	-1.16949	-3.84338	-0.530614	-4.59892	-1.95406	-4.42592	-1.37697	-5.23214	-2.78603	-4.97322	-2.23971	-5.80333
2.66	0.750323	-0.018295	1.27006	0.484681	0.672925	-0.825111	1.67665	-0.794756	0.540255	-1.67255	1.4641	-1.95734	0.124907	-2.47145	0.960443	-2.98839	-0.459839	-3.19488	0.270088	-3.85821	-1.16455	-3.84029	-0.522837	-4.59368	-1.94679	-4.4262	-1.36616	-5.22983	-2.77665	-4.97691	-2.2253	-5.80498
2.67	0.751708	-0.0140652	1.27027	0.48911	0.673292	-0.819915	1.67784	-0.789412	0.540837	-1.66629	1.46544	-1.95085	0.126197	-2.4649	0.963066	-2.98093	-0.456897	-3.18949	0.275228	-3.85096	-1.15928	-3.83753	-0.514363	-4.58847	-1.93896	-4.42709	-1.3544	-5.22778	-2.76665	-4.98164	-2.20942	-5.80726
2.68	0.752947	-0.00980502	1.2704	0.493537	0.673513	-0.814699	1.6789	-0.78398	0.541304	-1.66004	1.46673	-1.94424	0.127554	-2.45845	0.965774	-2.97345	-0.453847	-3.18427	0.280643	-3.84375	-1.15372	-3.83512	-0.505321	-4.5834	-1.93068	-4.42851	-1.3418	-5.22603	-2.75596	-4.98747	-2.19214	-5.81014
2.69	0.754094	-0.00547739	1.27042	0.497992	0.673597	-0.809484	1.67987	-0.778465	0.541869	-1.65394	1.46806	-1.93759	0.12906	-2.45231	0.968613	-2.96611	-0.450633	-3.17938	0.286314	-3.83681	-1.14792	-3.83304	-0.495889	-4.57859	-1.92203	-4.43043	-1.32846	-5.2246	-2.74449	-4.99442	-2.17356	-5.81362
2.7	0.755241	-0.0011049	1.27041	0.5025	0.673571	-0.804314	1.68078	-0.772914	0.542698	-1.64813	1.46952	-1.93101	0.130791	-2.44659	0.971674	-2.95907	-0.447171	-3.17492	0.292235	-3.83032	-1.1419	-3.83128	-0.486217	-4.57412	-1.91307	-4.43283	-1.31444	-5.22349	-2.73218	-5.00252	-2.15378	-5.81769
2.71	0.756474	0.00323796	1.27042	0.507033	0.6735	-0.799274	1.68169	-0.767407	0.543873	-1.64271	1.47121	-1.92462	0.132839	-2.44136	0.975068	-2.95245	-0.443358	-3.17096	0.298416	-3.82437	-1.13568	-3.82987	-0.476351	-4.57001	-1.90383	-4.43576	-1.29975	-5.22274	-2.71896	-5.01181	-2.1329	-5.82237
2.72	0.757809	0.00744416	1.27046	0.511482	0.673496	-0.794482	1.68267	-0.762048	0.545403	-1.63774	1.47319	-1.91851	0.135314	-2.43665	0.978896	-2.94633	-0.439107	-3.16754	0.304896	-3.81896	-1.12925	-3.82886	-0.466212	-4.56629	-1.89426	-4.43928	-1.28439	-5.2224	-2.70481	-5.0223	-2.11102	-5.82768
