t	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
10.53	0.957289	-0.116824	1.11505	0.841369	1.94207	-0.356709	2.17003	0.593167	2.94862	-0.628515	3.18301	0.320598	3.97996	-0.880372	4.17791	0.0779591	5.03472	-1.07285	5.16852	-0.102135	6.10552	-1.18104	6.16003	-0.20166	7.17888	-1.19489	7.15347	-0.21255	8.2396	-1.12706	8.14833	-0.14335
10.54	0.955323	-0.116961	1.11158	0.84335	1.93897	-0.352971	2.16358	0.599169	2.94424	-0.618753	3.17587	0.332128	3.97224	-0.867288	4.17173	0.0916076	5.0219	-1.06359	5.16342	-0.0932877	6.08805	-1.18336	6.15573	-0.204375	7.15914	-1.21469	7.15015	-0.231569	8.22134	-1.16398	8.14693	-0.182761
10.55	0.953227	-0.116444	1.10756	0.846303	1.93541	-0.348002	2.15629	0.606636	2.93907	-0.607353	3.16767	0.345555	3.9634	-0.852354	4.16431	0.107303	5.00792	-1.05213	5.15695	-0.0824021	6.06904	-1.18318	6.15031	-0.204765	7.13693	-1.23277	7.14613	-0.249256	8.19976	-1.20261	8.14506	-0.222884
10.56	0.95128	-0.114981	1.1031	0.850405	1.9317	-0.341435	2.14863	0.615792	2.93334	-0.594503	3.15896	0.360539	3.95382	-0.836083	4.15606	0.124465	4.99316	-1.03889	5.14949	-0.0697739	6.04884	-1.18081	6.14404	-0.2032	7.1126	-1.24923	7.14161	-0.265808	8.17482	-1.243	8.14273	-0.263525
10.57	0.949741	-0.112404	1.09836	0.855695	1.92813	-0.333036	2.14106	0.626779	2.92726	-0.580357	3.15032	0.376755	3.94389	-0.818885	4.14745	0.142567	4.97804	-1.02429	5.14149	-0.0556545	6.02786	-1.1766	6.13729	-0.200068	7.08654	-1.26431	7.13676	-0.281568	8.14653	-1.28509	8.13988	-0.304573
10.58	0.948801	-0.10867	1.0935	0.862101	1.92497	-0.322764	2.13398	0.639586	2.92112	-0.565035	3.14224	0.393975	3.93402	-0.801048	4.13898	0.161224	4.96298	-1.00871	5.13346	-0.0403606	6.00647	-1.171	6.13043	-0.195761	7.05914	-1.27832	7.13173	-0.296964	8.11491	-1.32871	8.13645	-0.346014
10.59	0.948555	-0.103844	1.08871	0.869467	1.92248	-0.310782	2.1276	0.654012	2.91532	-0.548634	3.13505	0.412096	3.92457	-0.782746	4.13113	0.180244	4.94839	-0.992491	5.12588	-0.024323	5.98507	-1.16453	6.12386	-0.190689	7.03069	-1.29166	7.12664	-0.312406	8.08008	-1.37362	8.13234	-0.387938
10.6	0.949013	-0.0980904	1.08411	0.877557	1.92087	-0.297419	2.12202	0.669683	2.91028	-0.531226	3.12899	0.431098	3.91584	-0.76403	4.12433	0.199606	4.93457	-0.975929	5.11918	-0.00803131	5.96395	-1.15769	6.11792	-0.18531	7.00147	-1.30471	7.12155	-0.328215	8.04219	-1.41947	8.12742	-0.430523
10.61	0.950121	-0.0916749	1.07976	0.886061	1.92031	-0.283103	2.11718	0.686122	2.90641	-0.512869	3.12413	0.450961	3.90812	-0.744848	4.11891	0.21939	4.92169	-0.959306	5.11369	0.00808992	5.94332	-1.151	6.11285	-0.180121	6.97169	-1.31784	7.11647	-0.344618	8.00153	-1.4659	8.12153	-0.474022
10.62	0.951786	-0.0849562	1.07567	0.894605	1.92084	-0.268285	2.11297	0.702854	2.90396	-0.493622	3.1205	0.471613	3.90158	-0.725082	4.11512	0.239688	4.9097	-0.942871	5.10965	0.0237864	5.92325	-1.14488	6.10871	-0.175626	6.94153	-1.33135	7.11136	-0.361792	7.95844	-1.51251	8.11449	-0.518729
10.63	0.953893	-0.0783448	1.07184	0.902795	1.92245	-0.25338	2.10929	0.719492	2.903	-0.473595	3.11803	0.492917	3.89628	-0.704618	4.11306	0.260542	4.89846	-0.926794	5.10719	0.038986	5.90366	-1.13965	6.10542	-0.17226	6.91109	-1.34545	7.10613	-0.379928	7.91336	-1.55894	8.10613	-0.564948
10.64	0.956317	-0.0722181	1.06828	0.910296	1.92503	-0.238721	2.10602	0.735771	2.90344	-0.452971	3.11655	0.514694	3.89215	-0.683426	4.11265	0.281922	4.88778	-0.911115	5.10628	0.0537207	5.88435	-1.1355	6.10282	-0.170318	6.88037	-1.36034	7.10063	-0.399242	7.86678	-1.6049	8.09627	-0.61295
10.65	0.95895	-0.0668194	1.06501	0.916902	1.9284	-0.224539	2.10305	0.75152	2.90505	-0.432004	3.11582	0.536747	3.88899	-0.661601	4.11359	0.303727	4.87746	-0.895738	5.10671	0.0680313	5.865	-1.13246	6.10072	-0.169902	6.84923	-1.37619	7.09469	-0.419969	7.81923	-1.6502	8.08477	-0.662942
10.66	0.961697	-0.0621926	1.06201	0.922595	1.93235	-0.210967	2.10024	0.766619	2.90749	-0.410986	3.1155	0.558862	3.88653	-0.639368	4.11542	0.325802	4.86732	-0.880487	5.10809	0.0819263	5.84534	-1.13045	6.09896	-0.170941	6.81752	-1.39319	7.08811	-0.442327	7.77124	-1.69473	8.0715	-0.715045
10.67	0.964468	-0.058188	1.0592	0.92754	1.9366	-0.198063	2.09746	0.780993	2.91037	-0.390212	3.11527	0.580798	3.8844	-0.61703	4.11757	0.347946	4.85715	-0.865211	5.10996	0.0954022	5.82512	-1.12924	6.09739	-0.173283	6.78509	-1.41146	7.08079	-0.466485	7.72327	-1.73856	8.0564	-0.769278
10.68	0.96715	-0.0545397	1.05648	0.932033	1.94079	-0.185827	2.09457	0.794633	2.91322	-0.369955	3.11476	0.602285	3.88222	-0.594902	4.11951	0.369917	4.84675	-0.849862	5.11186	0.108469	5.80428	-1.12853	6.09582	-0.176799	6.75189	-1.43103	7.07265	-0.492526	7.67574	-1.78183	8.03942	-0.825552
10.69	0.969595	-0.050972	1.05375	0.936408	1.94448	-0.174206	2.09144	0.807622	2.91557	-0.350455	3.11369	0.623047	3.87963	-0.57326	4.12083	0.391432	4.83597	-0.834537	5.11343	0.121121	5.78284	-1.12811	6.09406	-0.18145	6.718	-1.45176	7.0637	-0.520422	7.62895	-1.82482	8.0206	-0.88368
10.7	0.971646	-0.0472887	1.05092	0.940944	1.9473	-0.163101	2.08796	0.820115	2.91697	-0.331899	3.11181	0.642842	3.87636	-0.552336	4.12126	0.412174	4.82473	-0.819451	5.11443	0.133259	5.76093	-1.12786	6.09192	-0.187273	6.6836	-1.47345	7.05396	-0.550031	7.58307	-1.86786	8	-0.943385
10.71	0.973176	-0.0434135	1.04789	0.945807	1.94895	-0.152378	2.08403	0.832271	2.9171	-0.314404	3.10901	0.661499	3.87224	-0.532344	4.12068	0.431816	4.81301	-0.804907	5.11473	0.144617	5.7387	-1.12793	6.08928	-0.194343	6.64894	-1.49589	7.04349	-0.581171	7.53816	-1.91132	7.97777	-1.00433
10.72	0.974143	-0.0393832	1.04457	0.951024	1.94937	-0.14191	2.07958	0.844191	2.91583	-0.298009	3.10529	0.678942	3.86721	-0.513519	4.11904	0.45005	4.80088	-0.79127	5.11432	0.154761	5.71635	-1.12864	6.0861	-0.202763	6.61429	-1.51897	7.03235	-0.613716	7.49415	-1.95554	7.95408	-1.06612
10.73	0.974602	-0.0353113	1.04091	0.956501	1.94871	-0.131629	2.07462	0.855879	2.91326	-0.28269	3.10081	0.695181	3.86128	-0.496137	4.1165	0.466598	4.78841	-0.778971	5.11323	0.163159	5.69406	-1.13045	6.0824	-0.212705	6.57991	-1.54272	7.0206	-0.64768	7.45086	-2.00084	7.92917	-1.12836
10.74	0.974681	-0.0313413	1.03693	0.962061	1.94724	-0.121563	2.06927	0.867255	2.90965	-0.268385	3.0959	0.710264	3.85451	-0.480488	4.11337	0.4812	4.77571	-0.76851	5.11156	0.169279	5.67201	-1.13386	6.07825	-0.224477	6.54599	-1.56737	7.00827	-0.683212	7.40807	-2.0474	7.90328	-1.19069
10.75	0.974542	-0.0276009	1.03283	0.967483	1.94535	-0.111829	2.06378	0.878184	2.9054	-0.255036	3.09099	0.724212	3.84706	-0.466838	4.11011	0.493593	4.76285	-0.760427	5.10949	0.17265	5.65028	-1.13936	6.0737	-0.238527	6.51265	-1.59329	6.99535	-0.720525	7.36549	-2.09534	7.87666	-1.25278
10.76	0.974357	-0.0241659	1.02888	0.972551	1.9434	-0.102598	2.05855	0.888504	2.90091	-0.242638	3.08659	0.736958	3.83918	-0.455396	4.10727	0.503513	4.74988	-0.755253	5.1073	0.172875	5.62887	-1.14745	6.06875	-0.255384	6.47987	-1.62095	6.98179	-0.7598	7.32287	-2.14466	7.84954	-1.3144
10.77	0.974289	-0.0210422	1.02537	0.977098	1.94173	-0.0940376	2.05401	0.898033	2.8966	-0.231298	3.0832	0.74832	3.83122	-0.44632	4.10533	0.510711	4.73682	-0.75344	5.10531	0.169598	5.60766	-1.15866	6.06335	-0.27554	6.44755	-1.65079	6.96747	-0.801142	7.28	-2.19526	7.82212	-1.37539
10.78	0.974491	-0.0181736	1.02256	0.981037	1.9406	-0.0862771	2.05058	0.906587	2.89282	-0.221261	3.08125	0.758022	3.82355	-0.439751	4.1047	0.514983	4.7237	-0.75532	5.10385	0.162495	5.58647	-1.17352	6.05744	-0.299359	6.41558	-1.68309	6.95223	-0.84459	7.23675	-2.24699	7.79453	-1.43573
10.79	0.975079	-0.0154746	1.02055	0.984368	1.94021	-0.079405	2.04857	0.913981	2.88987	-0.212883	3.081	0.765744	3.81644	-0.435856	4.10564	0.516166	4.71057	-0.761093	5.1031	0.151287	5.5651	-1.19251	6.05093	-0.327039	6.38383	-1.71801	6.93591	-0.89013	7.19308	-2.29961	7.76681	-1.49549
10.8	0.976097	-0.0128745	1.0194	0.987146	1.94062	-0.0734935	2.04813	0.920044	2.88788	-0.206544	3.08258	0.771171	3.81003	-0.434845	4.10823	0.514105	4.69749	-0.770847	5.10308	0.135793	5.54337	-1.21588	6.04377	-0.358611	6.35224	-1.75553	6.91845	-0.937691	7.14905	-2.35291	7.73897	-1.55481
10.81	0.977491	-0.0103551	1.01911	0.989428	1.94175	-0.0686335	2.04927	0.924633	2.88679	-0.202543	3.08594	0.774025	3.80428	-0.436964	4.11238	0.508613	4.68446	-0.784596	5.10361	0.11598	5.52121	-1.24356	6.03588	-0.39395	6.32077	-1.79557	6.89987	-0.987115	7.10483	-2.40665	7.71092	-1.61393
10.82	0.979118	-0.00796836	1.01965	0.991228	1.94337	-0.0649576	2.05189	0.927643	2.88632	-0.201059	3.09089	0.774085	3.79898	-0.442457	4.11772	0.499467	4.67139	-0.802303	5.10439	0.0919874	5.49865	-1.27517	6.02723	-0.432774	6.28935	-1.83799	6.88032	-1.03815	7.06065	-2.46067	7.68255	-1.67311
10.83	0.980772	-0.00583292	1.02093	0.992501	1.9451	-0.0626376	2.05574	0.929	2.88603	-0.202181	3.09706	0.771193	3.79376	-0.45153	4.12373	0.486462	4.6581	-0.823874	5.10501	0.0641033	5.4758	-1.31012	6.01774	-0.474631	6.25789	-1.88255	6.86001	-1.09052	7.01679	-2.51484	7.65373	-1.73261
10.84	0.982233	-0.00411538	1.02281	0.993168	1.94656	-0.061861	2.06047	0.928646	2.88537	-0.205988	3.10394	0.765245	3.78811	-0.464318	4.12974	0.469489	4.64439	-0.849129	5.10496	0.0327093	5.45283	-1.34771	6.00736	-0.518932	6.22633	-1.92891	6.83911	-1.14392	6.97358	-2.56914	7.62434	-1.79272
10.85	0.983281	-0.00300559	1.02506	0.993157	1.94731	-0.0628012	2.06562	0.926513	2.88379	-0.212603	3.11089	0.756175	3.78152	-0.480855	4.13504	0.448598	4.6301	-0.877781	5.10368	-0.00176686	5.42983	-1.38731	5.99603	-0.565017	6.19469	-1.97665	6.81775	-1.19815	6.93129	-2.6236	7.5943	-1.85365
10.86	0.983696	-0.00268921	1.02743	0.992434	1.94697	-0.0656042	2.07069	0.922501	2.8808	-0.222188	3.11723	0.743936	3.77353	-0.501063	4.1389	0.424011	4.61503	-0.909429	5.10064	-0.0388742	5.4068	-1.42843	5.98368	-0.61228	6.16304	-2.02535	6.79598	-1.25302	6.89019	-2.6783	7.5636	-1.91559
10.87	0.983251	-0.00331926	1.02973	0.991004	1.94516	-0.0703997	2.07525	0.916477	2.87599	-0.234894	3.12233	0.728494	3.76377	-0.524756	4.14067	0.396086	4.59902	-0.943603	5.09541	-0.0781449	5.38365	-1.47072	5.9702	-0.660284	6.13152	-2.07469	6.77381	-1.30839	6.85044	-2.73338	7.53228	-1.97866
10.88	0.981728	-0.00499131	1.03182	0.988885	1.94155	-0.0773235	2.07899	0.908298	2.86902	-0.25081	3.12567	0.709854	3.75205	-0.551644	4.13984	0.365238	4.58188	-0.979826	5.08777	-0.119115	5.36024	-1.51393	5.95548	-0.70883	6.10019	-2.12454	6.75124	-1.36415	6.81212	-2.78902	7.50045	-2.04288
10.89	0.978965	-0.00773237	1.03367	0.986077	1.93588	-0.086521	2.08174	0.897851	2.85968	-0.26994	3.12688	0.68808	3.73826	-0.581371	4.13614	0.331872	4.5635	-1.0177	5.07771	-0.161387	5.33642	-1.55796	5.93939	-0.757948	6.06906	-2.17496	6.72827	-1.42036	6.77523	-2.84537	7.46829	-2.10822
10.9	0.974903	-0.011513	1.03532	0.982552	1.92804	-0.0981143	2.08343	0.885082	2.84792	-0.292189	3.1258	0.66332	3.72246	-0.613555	4.12959	0.296324	4.54379	-1.05695	5.06539	-0.204714	5.31206	-1.60279	5.92186	-0.807826	6.03809	-2.22613	6.70483	-1.47718	6.73965	-2.90259	7.43603	-2.17457
10.91	0.969607	-0.016279	1.03683	0.978256	1.91812	-0.112138	2.08409	0.870003	2.83387	-0.317362	3.12247	0.635787	3.7048	-0.647849	4.12046	0.258842	4.5228	-1.09746	5.05108	-0.24907	5.28707	-1.64854	5.90295	-0.85872	6.0072	-2.27835	6.68083	-1.53494	6.70521	-2.96082	7.40389	-2.24177
10.92	0.963245	-0.021982	1.03827	0.973127	1.90641	-0.128481	2.08381	0.852702	2.81788	-0.345159	3.11715	0.605745	3.68559	-0.684	4.10919	0.219578	4.50067	-1.13929	5.03512	-0.294659	5.26139	-1.69551	5.88286	-0.910903	5.97633	-2.33191	6.65615	-1.59395	6.67171	-3.02017	7.3721	-2.30963
10.93	0.956057	-0.028584	1.03974	0.967114	1.89338	-0.146866	2.08282	0.833338	2.80049	-0.375189	3.11035	0.57348	3.66519	-0.72188	4.09636	0.178584	4.47759	-1.18263	5.01789	-0.341837	5.23503	-1.74408	5.86181	-0.964656	5.94549	-2.38706	6.63075	-1.65444	6.63888	-3.08073	7.34086	-2.37795
10.94	0.948317	-0.036026	1.04135	0.960187	1.87954	-0.166883	2.08148	0.812153	2.78228	-0.407017	3.10273	0.539286	3.64405	-0.761474	4.08266	0.135799	4.45381	-1.22778	4.99985	-0.391015	5.20806	-1.79471	5.84001	-1.02028	5.91473	-2.444	6.60468	-1.71647	6.60651	-3.14259	7.31029	-2.44652
10.95	0.940332	-0.0441746	1.04325	0.952368	1.86545	-0.188055	2.08022	0.789466	2.76384	-0.440204	3.09507	0.503425	3.62255	-0.802821	4.06885	0.0910522	4.42956	-1.27508	4.98144	-0.442572	5.18063	-1.84781	5.81759	-1.07808	5.8842	-2.50286	6.57812	-1.77998	6.57438	-3.20577	7.28047	-2.51517
10.96	0.932439	-0.0527833	1.04563	0.943754	1.85165	-0.209897	2.07955	0.76565	2.74569	-0.474363	3.08816	0.466097	3.60103	-0.845959	4.05565	0.0441074	4.40502	-1.3249	4.96307	-0.496821	5.15292	-1.90369	5.79466	-1.13831	5.85408	-2.56369	6.55132	-1.84486	6.54235	-3.27031	7.25138	-2.5838
10.97	0.924986	-0.0614949	1.04864	0.934533	1.83862	-0.23195	2.07993	0.741084	2.72824	-0.509174	3.08267	0.42744	3.57979	-0.890893	4.04363	-0.00525496	4.38033	-1.37751	4.94504	-0.554015	5.12516	-1.9625	5.77137	-1.20109	5.82455	-2.62651	6.52452	-1.91104	6.51035	-3.3362	7.22298	-2.65233
10.98	0.918298	-0.0698932	1.05239	0.924977	1.82678	-0.2538	2.08178	0.71611	2.71181	-0.544401	3.07907	0.387552	3.55899	-0.9376	4.03312	-0.0571586	4.35558	-1.4331	4.92753	-0.614326	5.09753	-2.02426	5.74795	-1.26638	5.79566	-2.69129	6.49786	-1.97853	6.47839	-3.40342	7.19516	-2.72078
10.99	0.912622	-0.0775851	1.05696	0.91539	1.81636	-0.27508	2.08536	0.691008	2.69658	-0.579885	3.07758	0.346529	3.53876	-0.986033	4.0242	-0.111594	4.33088	-1.49165	4.91057	-0.677786	5.07017	-2.08882	5.72463	-1.33402	5.76733	-2.75799	6.47139	-2.04732	6.44655	-3.47191	7.1678	-2.78921
11	0.908077	-0.0842838	1.06233	0.906043	1.80745	-0.2955	2.09075	0.665993	2.68255	-0.615518	3.07817	0.304475	3.51908	-1.0361	4.01675	-0.168427	4.30633	-1.55295	4.8941	-0.744211	5.04312	-2.15595	5.70155	-1.40379	5.73939	-2.82655	6.44506	-2.11744	6.41498	-3.54162	7.14075	-2.85779
11.01	0.904635	-0.0898678	1.06843	0.897115	1.79991	-0.314879	2.09785	0.641218	2.66954	-0.651203	3.08059	0.26149	3.49983	-1.08763	4.01048	-0.227419	4.28197	-1.61654	4.878	-0.813171	5.01631	-2.22529	5.67869	-1.47546	5.71165	-2.89693	6.41876	-2.18887	6.38389	-3.61248	7.11389	-2.92668
11.02	0.902134	-0.0944022	1.0751	0.888659	1.79348	-0.333183	2.10631	0.616754	2.65723	-0.68683	3.08443	0.217676	3.48079	-1.14031	4.00496	-0.288214	4.25774	-1.6818	4.86211	-0.884051	4.98958	-2.29641	5.65589	-1.54882	5.68398	-2.969	6.39239	-2.26156	6.35349	-3.68444	7.08709	-2.99613
11.03	0.900318	-0.0981228	1.08211	0.8806	1.78781	-0.350539	2.11568	0.592576	2.64522	-0.722281	3.08909	0.173171	3.4617	-1.1937	3.99967	-0.350317	4.23346	-1.74804	4.84624	-0.956182	4.96267	-2.36886	5.63292	-1.62365	5.6563	-3.04262	6.3658	-2.33546	6.324	-3.75747	7.06024	-3.06638
11.04	0.898875	-0.10139	1.08921	0.872765	1.78249	-0.367226	2.12535	0.568561	2.63312	-0.757464	3.09383	0.128217	3.44227	-1.24727	3.99405	-0.413093	4.20883	-1.81455	4.83014	-1.02896	4.93534	-2.44216	5.60952	-1.69965	5.62854	-3.11756	6.33888	-2.41045	6.29561	-3.83151	7.03327	-3.13764
11.05	0.897467	-0.104623	1.09615	0.864912	1.77706	-0.383646	2.13471	0.544509	2.62058	-0.792335	3.09789	0.0831641	3.42227	-1.30043	3.98759	-0.475837	4.18356	-1.88078	4.81344	-1.1019	4.90733	-2.51588	5.58547	-1.77648	5.60059	-3.19355	6.31148	-2.48641	6.26846	-3.90657	7.00611	-3.21011
11.06	0.895747	-0.108231	1.10275	0.856787	1.7711	-0.400263	2.14313	0.520196	2.60733	-0.826884	3.10059	0.0384038	3.40149	-1.35264	3.97991	-0.537891	4.15739	-1.94624	4.79578	-1.17462	4.87851	-2.5896	5.56055	-1.85376	5.57235	-3.27033	6.28347	-2.56324	6.24261	-3.98262	6.97876	-3.28393
11.07	0.893385	-0.11255	1.10888	0.848156	1.76418	-0.417525	2.1501	0.495411	2.59317	-0.861099	3.10143	-0.00575026	3.37983	-1.40349	3.97077	-0.598759	4.13014	-2.01062	4.77682	-1.24676	4.84878	-2.66299	5.53461	-1.93116	5.54373	-3.34768	6.25478	-2.64083	6.21804	-4.05964	6.95121	-3.35918
11.08	0.890127	-0.117806	1.11444	0.83885	1.75601	-0.435768	2.15527	0.47	2.57799	-0.894963	3.10019	-0.0491593	3.35721	-1.45281	3.96004	-0.658184	4.10173	-2.07367	4.75645	-1.31802	4.81816	-2.73575	5.50755	-2.00843	5.51473	-3.42543	6.22537	-2.7191	6.19462	-4.13761	6.92347	-3.43586
11.09	0.885848	-0.12409	1.11937	0.828785	1.7464	-0.455132	2.15854	0.443886	2.56172	-0.928496	3.09684	-0.0918842	3.33366	-1.50067	3.94774	-0.716163	4.07221	-2.13529	4.73477	-1.38818	4.7867	-2.80773	5.4794	-2.08544	5.48541	-3.50343	6.19529	-2.79795	6.17213	-4.21647	6.89555	-3.5139
11.1	0.880585	-0.131347	1.12368	0.81798	1.73537	-0.475537	2.16005	0.417072	2.54443	-0.961821	3.09155	-0.13415	3.30929	-1.5474	3.93397	-0.772909	4.04184	-2.19551	4.71205	-1.45718	4.75452	-2.87884	5.45031	-2.16217	5.45582	-3.58154	6.16465	-2.87729	6.15029	-4.29615	6.86749	-3.59314
11.11	0.874525	-0.139378	1.12749	0.806561	1.72313	-0.496725	2.16017	0.389622	2.52622	-0.995187	3.08462	-0.176292	3.28429	-1.59348	3.91893	-0.828801	4.01102	-2.25454	4.68861	-1.52517	4.72183	-2.94916	5.42062	-2.23862	5.42601	-3.65961	6.13364	-2.95702	6.12871	-4.37654	6.83928	-3.67339
11.12	0.867974	-0.147861	1.13102	0.794721	1.7101	-0.518363	2.1594	0.361612	2.50728	-1.02892	3.07647	-0.218712	3.25895	-1.63945	3.9029	-0.884322	3.98025	-2.31279	4.66478	-1.59242	4.68897	-3.01886	5.39076	-2.31477	5.39601	-3.73755	6.10247	-3.03706	6.10697	-4.45751	6.81093	-3.75441
11.13	0.861306	-0.156405	1.13453	0.782666	1.69676	-0.540145	2.15837	0.333071	2.48786	-1.06331	3.06761	-0.261833	3.23362	-1.68582	3.8862	-0.940006	3.94998	-2.3708	4.64087	-1.65932	4.65635	-3.08817	5.3612	-2.39059	5.36588	-3.81529	6.0714	-3.11732	6.08464	-4.5389	6.78242	-3.83594
11.14	0.854916	-0.164629	1.13833	0.770543	1.68359	-0.561876	2.15768	0.303957	2.46826	-1.09857	3.05863	-0.306042	3.20859	-1.73305	3.86921	-0.996393	3.92053	-2.4292	4.61715	-1.72627	4.62443	-3.15732	5.33235	-2.4661	5.33574	-3.89281	6.04069	-3.1977	6.06128	-4.62053	6.75374	-3.91773
11.15	0.849156	-0.17226	1.14266	0.758383	1.671	-0.583498	2.15784	0.274168	2.44888	-1.13476	3.05005	-0.351636	3.18408	-1.78153	3.85231	-1.05397	3.89205	-2.4885	4.59388	-1.79361	4.59357	-3.22649	5.30451	-2.54133	5.30571	-3.97002	6.0106	-3.27804	6.03649	-4.7022	6.72486	-3.99955
11.16	0.844275	-0.179217	1.14769	0.746091	1.65928	-0.605097	2.15917	0.243576	2.43011	-1.17184	3.04228	-0.398773	3.16023	-1.83151	3.83584	-1.11309	3.86459	-2.54904	4.57124	-1.86162	4.56391	-3.29583	5.27777	-2.61635	5.27586	-4.04682	5.98134	-3.35813	6.00991	-4.7837	6.69576	-4.08125
11.17	0.840366	-0.185647	1.15349	0.733464	1.64866	-0.626859	2.16174	0.212068	2.41232	-1.20974	3.03555	-0.447458	3.1371	-1.88308	3.82003	-1.17389	3.83808	-2.61092	4.5493	-1.93042	4.53539	-3.36541	5.25208	-2.69124	5.24618	-4.12305	5.953	-3.43777	5.9813	-4.86484	6.66641	-4.16269
11.18	0.83735	-0.191918	1.16002	0.720237	1.63923	-0.649021	2.1654	0.179561	2.39572	-1.2484	3.02988	-0.497536	3.11468	-1.93607	3.80495	-1.2362	3.81242	-2.674	4.52799	-2.00002	4.50771	-3.43528	5.22724	-2.76595	5.21654	-4.19854	5.92545	-3.51678	5.95048	-4.94541	6.63679	-4.24384
11.19	0.834991	-0.198532	1.16706	0.706129	1.63093	-0.671806	2.16976	0.145999	2.38029	-1.28777	3.02508	-0.548696	3.09297	-1.99009	3.79055	-1.29958	3.78738	-2.73795	4.50716	-2.07021	4.48049	-3.50535	5.20296	-2.8404	5.18675	-4.27319	5.89838	-3.59511	5.91736	-5.02521	6.60688	-4.32469
11.2	0.832924	-0.206011	1.17431	0.690907	1.62349	-0.695395	2.1743	0.11138	2.3658	-1.32775	3.02076	-0.600498	3.07189	-2.04457	3.77663	-1.36338	3.76264	-2.80225	4.48657	-2.14059	4.45329	-3.57537	5.17887	-2.91443	5.15656	-4.34697	5.87135	-3.67279	5.88197	-5.10407	6.57662	-4.4053
11.21	0.830697	-0.214751	1.18144	0.674446	1.61639	-0.719913	2.17843	0.0757875	2.35185	-1.36818	3.01638	-0.652412	3.05131	-2.09883	3.76292	-1.42683	3.73785	-2.86622	4.46602	-2.21063	4.42569	-3.64493	5.15459	-2.98788	5.12565	-4.41985	5.84392	-3.74988	5.84439	-5.18184	6.54594	-4.48575
11.22	0.827843	-0.224912	1.18811	0.656782	1.609	-0.745419	2.1815	0.0394249	2.33794	-1.40877	3.0113	-0.703888	3.03095	-2.15218	3.74907	-1.4892	3.71268	-2.92912	4.44528	-2.27968	4.39732	-3.71349	5.12973	-3.06058	5.0937	-4.49174	5.81572	-3.82638	5.80478	-5.25839	6.51468	-4.56613
11.23	0.82397	-0.236381	1.19406	0.638132	1.6006	-0.77186	2.18291	0.00262008	2.32356	-1.44916	3.00488	-0.754394	3.01048	-2.20406	3.7347	-1.54978	3.6869	-2.99018	4.42415	-2.34712	4.36787	-3.78048	5.104	-3.13229	5.06042	-4.56249	5.78653	-3.90223	5.76332	-5.33367	6.48267	-4.64652
11.24	0.818837	-0.248806	1.19911	0.618882	1.59056	-0.799005	2.18219	-0.0342064	2.30824	-1.48891	2.99658	-0.803454	2.98951	-2.25402	3.71935	-1.60798	3.6604	-3.04874	4.40242	-2.41234	4.33716	-3.84543	5.07723	-3.20267	5.02568	-4.63181	5.75621	-3.97724	5.72022	-5.40764	6.44966	-4.72698
11.25	0.812392	-0.261683	1.20311	0.599534	1.57849	-0.826407	2.17913	-0.0705795	2.29153	-1.52763	2.98599	-0.850668	2.96771	-2.30177	3.70263	-1.66336	3.63316	-3.10437	4.37985	-2.47488	4.30517	-3.90792	5.0494	-3.27124	4.98948	-4.69938	5.72468	-4.05117	5.67567	-5.48031	6.41536	-4.80749
11.26	0.804759	-0.274469	1.20603	0.580638	1.56427	-0.85342	2.17379	-0.105998	2.27307	-1.565	2.97296	-0.895751	2.9448	-2.34714	3.6842	-1.71569	3.60518	-3.15688	4.35622	-2.53436	4.27204	-3.96763	5.02057	-3.33751	4.95194	-4.76488	5.69194	-4.12376	5.62983	-5.55168	6.37946	-4.88802
11.27	0.796203	-0.286658	1.20794	0.562708	1.54813	-0.879308	2.16652	-0.139958	2.25261	-1.60073	2.95755	-0.938565	2.92058	-2.39004	3.66385	-1.76496	3.57646	-3.2063	4.33139	-2.5906	4.23808	-4.02428	4.99088	-3.40105	4.91318	-4.82806	5.65807	-4.19476	5.58278	-5.62178	6.34166	-4.96842
11.28	0.787101	-0.297841	1.20905	0.54616	1.53057	-0.903382	2.15787	-0.17199	2.23015	-1.63455	2.94011	-0.979113	2.89494	-2.43051	3.64154	-1.81135	3.54696	-3.25282	4.30528	-2.64357	4.20362	-4.0777	4.96052	-3.46163	4.87326	-4.88872	5.62324	-4.26401	5.53457	-5.69059	6.30171	-5.04852
11.29	0.777903	-0.307713	1.2096	0.531277	1.51227	-0.925125	2.1485	-0.201724	2.20596	-1.66619	2.92118	-1.01748	2.86782	-2.4687	3.61741	-1.85519	3.51668	-3.29667	4.27793	-2.69342	4.16887	-4.12787	4.92965	-3.51923	4.83218	-4.94683	5.58759	-4.3314	5.48515	-5.7581	6.25939	-5.12807
11.3	0.769091	-0.31608	1.20988	0.518196	1.49395	-0.944266	2.13908	-0.228943	2.1806	-1.69539	2.90148	-1.05376	2.8393	-2.5048	3.59179	-1.89684	3.48566	-3.33813	4.24947	-2.74047	4.13388	-4.17502	4.89835	-3.57407	4.78988	-5.00244	5.55116	-4.39693	5.43439	-5.82421	6.2146	-5.20676
